br-data-accession,br-data-model-protein-accession,br-data-product-name,br-data-family-type,br-data-gene-symbol,br-data-ec-number,br-data-go-terms,br-data-complete_ident,br-data-complete-wp-coverage,br-data-complete-br-coverage,br-data-hits-number,br-data-date
NBR001150,WP_011222322.1,ISH6-like element ISHma5 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,2,2023-10-03
NBR001151,WP_005041088.1,ISH6-like element ISHsa1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,2,2023-10-03
NBR001152,WP_007740908.1,ISH6-like element ISHth1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR001153,WP_007738641.1,ISH6-like element ISHth2 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR001154,WP_007315642.1,ISH6-like element ISMta1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,No hit has been calculated yet for this BlastRule,2023-10-03
NBR001155,WP_011324389.1,ISH6-like element ISNph3 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR001156,"WP_002778289,WP_020973765,WP_052774430,WP_099156036.1",multidrug efflux system transcriptional regulator CmeR,BlastRuleException,cmeR,,,94,90,90,226,2018-01-16
NBR001157,WP_012289758.1,IS6-like element ISH29 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR001158,WP_001667246.1,myeloperoxidase inhibitor SPIN,BlastRuleException,spn,,,94,90,90,131,2020-09-09
NBR001159,WP_001389365.1,IS6-like element IS6100 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,545,2023-10-03
NBR001160,WP_002964935.1,IS6-like element IS2020 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,31,2023-10-03
NBR001161,WP_003868888.1,IS6-like element ISTsp1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,4,2023-10-03
NBR001162,WP_004060793.1,IS6-like element ISHme1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR001163,WP_004401941.1,IS6-like element ISBth6 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,No hit has been calculated yet for this BlastRule,2023-10-03
NBR001164,WP_005579631.1,IS6-like element ISNagr3 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR001165,WP_006182271.1,IS6-like element ISNpe9 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR001166,WP_006770492.1,IS6-like element ISCef5 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,31,2023-10-03
NBR001167,WP_006939175.1,IS6-like element ISStag1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR001168,WP_007674967.1,IS6-like element ISApr5 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,No hit has been calculated yet for this BlastRule,2023-10-03
NBR001169,WP_009819623.1,IS6-like element ISRssp3 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR001170,WP_010870986.1,IS6-like element ISMja1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR001171,WP_010889963.1,IS6-like element IS1628 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,26,2023-10-03
NBR001173,WP_010978853.1,IS6-like element ISSto2 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR001174,WP_011011181.1,IS6-like element ISPfu2 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,3,2023-10-03
NBR001175,WP_011011522.1,IS6-like element ISPfu1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,9,2023-10-03
NBR001176,WP_011011653.1,IS6-like element ISPfu5 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,6,2023-10-03
NBR001177,WP_011074415.1,IS6-like element ISSod8 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,2,2023-10-03
NBR001178,WP_011084489.1,IS6-like element ISBj7 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,3,2023-10-03
NBR001179,WP_011098696.1,IS6-like element ISClte3 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR001180,WP_011176793.1,IS6-like element ISPpr9 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,2,2023-10-03
NBR001181,WP_011182870.1,IS6-like element ISSte1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR001182,WP_011222290.1,IS6-like element ISH17 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,4,2023-10-03
NBR001183,WP_011222305.1,IS6-like element ISH15 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,10,2023-10-03
NBR001184,WP_011224772.1,IS6-like element ISH14 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,3,2023-10-03
NBR001185,WP_011324024.1,IS6-like element ISNph1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR001186,WP_011592022.1,IS6-like element ISCpe7 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,58,2023-10-03
NBR001187,WP_011603653.1,IS6-like element ISFal2 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR001188,WP_011654541.1,IS6-like element ISRle7 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,7,2023-10-03
NBR001189,WP_011689228.1,IS6-like element ISSus3 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,No hit has been calculated yet for this BlastRule,2023-10-03
NBR001190,WP_011788395.1,IS6-like element ISSpu17 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,4,2023-10-03
NBR001191,WP_011928678.1,IS6-like element ISDsp3 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,No hit has been calculated yet for this BlastRule,2023-10-03
NBR001192,WP_011979499.1,IS6-like element ISSba18 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR001193,WP_012168287.1,IS6-like element ISAcma1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR001194,WP_012173261.1,IS6-like element ISDge13 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,4,2023-10-03
NBR001195,WP_012259872.1,IS6-like element ISBwe2 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,11,2023-10-03
NBR001196,WP_012259899.1,IS6-like element ISBwe3 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,8,2023-10-03
NBR001197,WP_012268941.1,IS6-like element ISTps1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,4,2023-10-03
NBR001198,WP_012290073.1,IS6-like element ISMtsp1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR001199,WP_012331773.1,IS6-like element ISMtsp2 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,2,2023-10-03
NBR001200,WP_012447151.1,IS6-like element ISNth1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR001201,WP_012457137.1,IS6-like element ISMpo1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,2,2023-10-03
NBR001202,WP_012472779.1,IS6-like element ISCaa16 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR001203,WP_012548890.1,IS6-like element ISVsa4 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,2,2023-10-03
NBR001204,WP_012606398.1,IS6-like element ISYps1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,2,2023-10-03
NBR001205,WP_012631079.1,IS6-like element ISMno6 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,2,2023-10-03
NBR001206,WP_012807603.1,IS6-like element ISHmu9 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR001207,WP_012807608.1,IS6-like element ISHmu2 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR001208,WP_012945131.1,IS6-like element ISHtu2 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR001209,WP_012996429.1,IS6-like element ISNma4 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR001210,WP_013183171.1,IS6-like element ISXne2 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,3,2023-10-03
NBR001211,WP_013440732.1,IS6-like element ISHbo1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,3,2023-10-03
NBR001212,WP_013725799.1,IS6-like element ISCbo1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,4,2023-10-03
NBR001213,WP_014051116.1,IS6-like element ISHarch14 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR001214,WP_014052383.1,IS6-like element ISHarch13 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,No hit has been calculated yet for this BlastRule,2023-10-03
NBR001215,WP_014052718.1,IS6-like element ISHarch12 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,No hit has been calculated yet for this BlastRule,2023-10-03
NBR001216,WP_014053133.1,IS6-like element ISHarch4 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR001217,WP_015298873.1,IS6-like element ISNpe4 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR001218,WP_015408486.1,IS6-like element ISNamo12 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR001219,WP_015408557.1,IS6-like element ISNamo10 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR001220,WP_015408706.1,IS6-like element ISNamo7 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR001221,WP_015408720.1,IS6-like element ISNamo11 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR001222,WP_015408752.1,IS6-like element ISNamo9 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,2,2023-10-03
NBR001223,WP_015408823.1,IS6-like element ISNamo8 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,3,2023-10-03
NBR001224,WP_015409529.1,IS6-like element ISNamo13 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR001225,WP_015911601.1,IS6-like element ISHla13 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR001226,WP_015931503.1,IS6-like element ISMno27 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR001227,WP_015932523.1,IS6-like element ISMno37 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR001228,WP_015934008.1,IS6-like element ISMno34 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR001229,WP_015934074.1,IS6-like element ISMno35 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR001230,WP_015934164.1,IS6-like element ISMno36 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR001231,WP_026155209.1,IS6-like element ISPpa9 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,9,2023-10-03
NBR001232,WP_034576929.1,IS6-like element ISCca2 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,7,2023-10-03
NBR001233,WP_041936623.1,IS6-like element ISRle6 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,16,2023-10-03
NBR001234,WP_043768345.1,IS6-like element ISMex25 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,2,2023-10-03
NBR001235,WP_047389784.1,IS6-like element ISEas1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR001236,WP_052642687.1,IS6-like element ISRsp9 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,11,2023-10-03
NBR001237,WP_075273802.1,IS6-like element ISPsa2 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,19,2023-10-03
NBR001238,WP_076611319.1,IS6-like element ISC774 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,No hit has been calculated yet for this BlastRule,2023-10-03
NBR001239,WP_076611321.1,IS6-like element ISCca8 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,No hit has been calculated yet for this BlastRule,2023-10-03
NBR001240,WP_076611412.1,IS6-like element ISMno28 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,No hit has been calculated yet for this BlastRule,2023-10-03
